index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
6556,29.82340862422998,15,13,15,90,6.5,13,14,12,15,12,4250,123,9,15,161,0
6572,30.357289527720738,11,10,14,270,6.23,6,8,8,10,13,2750,93,20,17,80,0
6608,29.04312114989733,13,11,12,0,0.0,13,11,10,7,6,2200,103,7,7,120,0
6612,28.27652292950034,15,14,14,3302,6.76,13,12,13,15,16,4500,117,6,15,120,0
6616,27.926078028747433,13,15,13,3360,6.96,14,10,12,10,7,3000,109,11,12,80,0
6620,28.057494866529773,11,11,12,330,6.6,12,12,12,8,7,3750,99,1,8,120,0
6624,31.613963039014372,12,11,12,1020,6.81,12,13,12,9,4,3350,105,10,13,80,-1
6635,28.292950034223136,13,14,15,90,7.6,12,13,12,14,5,5500,133,12,17,173,0
6650,29.013004791238878,15,14,15,180,6.7,14,14,14,12,14,4900,126,20,12,173,0
6653,27.38672142368241,12,8,7,676,6.76,12,7,11,10,10,600,70,7,6,80,0
6678,29.229295003422312,13,14,13,0,0.0,11,14,16,10,5,3300,102,3,7,120,0
6698,28.49828884325804,14,13,14,658,6.71,12,10,14,10,3,3500,108,10,15,120,2
6716,27.080082135523615,15,13,15,585,6.64,13,13,12,10,9,2000,100,15,11,130,0
6724,29.295003422313485,20,18,14,4230,7.09,13,14,16,12,2,6250,152,3,18,173,0
6726,27.08829568788501,15,18,16,3420,6.69,13,18,14,10,2,5700,124,11,14,173,4
6732,27.315537303216974,13,12,14,0,0.0,18,11,13,13,8,3550,111,9,10,173,0
6738,26.576317590691307,9,16,9,360,6.62,7,12,12,19,9,1100,86,9,14,80,0
6742,28.22450376454483,12,16,13,3510,6.8,13,10,14,10,4,4250,135,12,15,173,8
6743,27.16221765913758,13,13,12,0,0.0,13,12,12,12,6,1600,93,7,14,80,0
6752,27.707049965776864,14,12,13,4230,6.68,11,10,13,10,5,3000,110,10,6,80,0
6761,28.670773442847366,15,14,14,3690,6.76,14,15,14,12,2,2600,119,0,13,120,0
6778,27.096509240246405,14,13,14,3540,6.84,12,13,14,12,10,3000,104,10,10,80,0
6783,27.329226557152634,11,10,10,0,0.0,8,11,10,13,7,1150,91,11,7,80,0
6798,27.9315537303217,12,12,13,0,0.0,8,14,9,11,8,2000,87,22,9,80,1
6801,28.290212183436,15,15,15,180,6.55,15,12,12,16,8,5750,133,13,11,185,0
6830,27.364818617385353,16,14,13,3540,6.82,12,13,16,11,9,4450,135,8,13,173,0
6831,27.364818617385353,11,9,11,3780,6.91,7,9,9,12,7,2450,103,7,13,80,1
6835,27.460643394934976,16,14,14,270,6.8,11,12,7,12,8,1500,94,8,6,120,0
6867,27.531827515400412,13,11,12,3510,6.74,10,8,10,10,5,1250,92,6,8,80,0
6870,26.09719370294319,16,13,13,0,0.0,10,10,12,12,8,5000,125,11,13,185,0
6872,26.099931553730322,13,12,12,3527,6.76,12,12,12,10,11,1850,105,10,7,80,0
6885,26.28062970568104,15,12,13,4410,6.89,12,12,12,7,11,6000,152,6,17,173,2
6886,25.864476386036962,13,13,12,0,0.0,12,11,12,12,5,3050,113,12,10,173,0
6912,26.45311430527036,15,15,12,120,7.2,15,11,12,10,3,5250,128,10,18,173,0
6927,26.444900752908968,13,12,14,0,0.0,5,10,11,13,4,2250,100,5,17,120,4
6941,26.73511293634497,15,16,15,3960,7.06,12,13,16,13,7,6250,155,8,20,185,0
6962,27.11567419575633,7,13,11,0,0.0,13,10,11,10,8,4000,112,7,17,173,0
6963,25.935660506502394,14,14,13,3381,6.79,9,11,12,13,6,3250,118,7,8,120,0
6965,26.012320328542096,11,6,11,650,6.61,10,8,10,10,3,2250,89,5,7,80,0
6966,26.48870636550308,16,12,15,0,0.0,15,13,11,14,5,2750,118,7,17,120,-2
6970,25.932922655715263,16,15,14,3482,6.74,12,12,15,12,7,4500,140,10,10,173,4
6978,26.38193018480493,10,4,11,0,0.0,9,11,10,11,11,1050,82,10,7,80,0
6979,25.752224503764545,15,15,12,3810,6.77,13,15,13,11,4,2250,90,17,10,80,1
6994,25.782340862423,16,13,14,3690,6.8,11,13,11,12,5,1700,90,6,8,80,0
7009,26.661190965092402,12,13,12,2340,6.77,11,12,12,12,8,3050,101,11,9,80,3
7015,24.57221081451061,13,13,12,90,5.8,12,13,10,11,10,1850,84,23,6,80,0
7020,25.075975359342916,17,14,15,360,6.67,7,8,11,12,12,2600,99,21,12,80,2
7032,25.010266940451746,11,11,12,0,0.0,10,7,11,10,2,950,79,12,6,80,0
7039,24.903490759753595,9,11,9,120,6.5,9,9,11,11,7,1600,87,6,10,80,0
7044,25.489390828199863,14,17,16,0,0.0,12,13,13,11,3,2250,99,6,12,120,0
7060,26.075290896646134,13,13,14,2892,6.88,14,10,12,12,6,3300,104,6,12,80,0
7071,25.481177275838466,11,9,11,450,6.6,13,13,12,7,5,3050,99,17,11,120,0
7076,25.437371663244353,14,14,15,0,0.0,10,15,11,20,4,1600,89,25,10,80,1
7095,24.695414099931554,12,12,9,0,0.0,7,11,11,6,4,1250,81,9,8,80,0
7099,26.412046543463383,12,11,14,3270,6.64,11,11,11,12,10,4500,118,6,8,120,2
7121,24.35044490075291,13,15,16,4080,7.26,15,15,16,14,4,7800,161,9,20,161,9
7124,24.49281314168378,11,2,12,270,6.6,11,10,12,15,10,3000,118,14,12,173,0
7125,24.12046543463381,12,12,13,90,6.5,5,11,8,10,5,3050,97,18,11,120,0
7130,24.361396303901437,11,1,11,0,0.0,11,12,5,13,11,2150,86,18,8,80,0
7140,25.07049965776865,15,13,12,3900,6.92,10,12,13,11,5,3200,103,12,14,80,6
7165,24.40520191649555,9,10,9,3330,6.9,13,8,11,14,4,1250,94,14,6,80,0
7179,24.265571526351813,12,13,13,0,0.0,13,11,11,12,10,2400,99,16,11,120,0
7202,23.77549623545517,12,12,11,270,7.0,12,11,12,12,10,1200,94,19,13,80,2
7214,24.344969199178646,8,17,12,0,0.0,7,10,17,18,7,1000,80,15,10,120,0
7219,23.641341546885695,12,11,8,270,6.8,7,8,12,14,5,2750,121,17,16,173,1
7225,24.128678986995208,12,12,12,0,0.0,11,12,11,11,8,1500,85,20,9,80,0
7248,23.852156057494867,13,10,10,0,0.0,8,11,10,11,9,750,65,32,12,120,4
7259,23.307323750855577,14,15,14,2482,6.86,10,9,10,11,10,3650,108,37,13,80,9
7287,23.2580424366872,10,4,12,1547,6.72,4,10,12,18,9,2000,104,23,7,80,3
7300,23.003422313483917,18,15,16,4026,6.92,15,12,15,12,6,4500,135,20,17,173,11
7303,23.030800821355236,8,10,10,0,0.0,10,13,9,8,14,1150,91,24,8,80,0
7315,22.861054072553046,9,12,9,0,0.0,4,13,12,9,12,900,73,26,8,120,3
7318,23.019849418206707,15,15,12,270,7.07,12,12,13,10,4,2750,101,24,17,120,5
7324,23.956194387405887,10,10,12,270,6.67,11,11,9,10,10,1550,87,21,10,80,0
7331,22.94866529774127,12,11,17,2834,6.73,12,12,11,10,2,1050,84,8,6,80,3
7336,25.32785763175907,12,12,13,3330,6.81,8,12,13,12,4,3950,110,10,12,80,0
7345,23.603011635865844,12,11,9,270,6.3,17,11,12,19,13,1500,86,9,8,80,0
7346,23.288158795345655,13,13,12,2529,6.8,12,12,13,12,11,2750,108,18,5,80,5
7361,23.170431211498972,13,13,9,0,0.0,10,13,10,20,5,1750,97,23,15,120,3
7380,23.515400410677618,7,10,10,0,0.0,7,9,10,12,3,1950,82,19,8,80,1
7381,22.78986995208761,15,14,11,3600,6.66,11,13,17,17,3,2250,101,21,8,80,2
7385,23.260780287474333,12,14,15,360,6.75,13,11,13,13,12,1500,87,16,12,80,0
7389,23.34839151266256,9,10,10,0,0.0,6,9,9,12,6,1000,79,11,7,80,0
7397,22.99794661190965,13,14,13,417,7.24,13,12,12,10,10,2750,114,16,15,173,6
7408,22.869267624914443,11,16,11,0,0.0,8,10,11,20,7,1200,70,36,11,120,4
7411,23.468856947296374,14,12,13,134,7.0,12,11,9,14,8,1150,91,17,16,80,2
7437,21.968514715947983,10,15,10,180,7.05,6,12,12,8,5,1750,103,27,15,173,0
7440,22.26420260095825,13,14,14,2933,6.77,9,13,11,7,7,1200,95,26,5,80,10
7453,22.012320328542096,10,17,11,3720,6.77,9,14,11,9,8,2500,102,25,8,80,0
7461,22.168377823408623,12,12,12,2610,6.64,9,12,12,11,10,1250,89,38,10,80,8
7464,21.864476386036962,12,12,12,0,0.0,13,12,13,11,4,1000,80,40,17,173,0
7474,22.17932922655715,11,9,9,90,6.5,11,9,12,12,14,1000,100,18,13,80,0
7475,23.797399041752225,14,12,11,180,7.55,13,13,12,14,6,1100,89,16,10,80,0
7483,22.43668720054757,13,15,15,0,0.0,11,12,12,12,2,3500,89,25,8,80,3
7487,22.086242299794662,12,9,7,389,6.88,11,10,12,5,11,800,84,14,5,80,0
7493,22.406570841889117,12,11,10,3690,6.8,10,9,12,11,5,1000,91,10,9,80,0
7508,21.82340862422998,14,15,13,3330,6.69,14,15,13,11,5,4000,130,18,12,173,1
7512,22.27789185489391,14,16,15,0,0.0,13,12,13,14,7,1350,107,33,16,120,0
7519,22.255989048596852,14,13,15,3780,6.79,8,12,10,11,7,3200,103,32,6,80,0
7524,22.297056810403834,10,12,10,2421,6.76,12,11,10,9,6,1700,99,22,9,80,3
7527,22.255989048596852,12,10,9,3450,6.71,19,10,14,12,5,1450,96,19,9,80,0
7541,22.072553045859,11,13,11,0,0.0,6,9,9,7,13,2200,91,34,11,120,0
7547,21.853524982888434,14,14,15,2880,7.03,15,14,13,10,3,3500,128,27,10,173,3
7555,22.316221765913756,12,1,11,781,6.82,8,10,12,19,3,1450,99,31,14,120,0
7568,21.83436002737851,11,2,10,3360,6.83,6,9,12,9,6,2250,111,34,6,120,8
7570,22.365503080082135,10,11,13,0,0.0,5,12,10,14,5,1050,83,10,6,80,0
7571,22.357289527720738,13,16,10,3420,6.76,5,13,11,9,5,1850,95,18,9,80,6
7574,22.2943189596167,10,10,11,0,0.0,5,8,10,15,13,1200,79,17,9,80,0
7579,22.086242299794662,12,12,12,0,0.0,8,12,19,11,11,1650,83,33,12,80,0
7580,21.864476386036962,9,10,8,270,6.4,8,12,9,16,5,850,81,28,8,80,0
7583,22.962354551676935,12,6,13,0,0.0,9,10,13,17,7,1250,77,23,13,173,5
7589,22.00684462696783,9,14,10,0,0.0,10,11,20,12,7,800,64,45,5,80,0
7590,25.360711841204655,12,14,13,3060,6.85,9,10,12,12,6,1500,98,4,5,80,1
7594,22.24229979466119,12,10,11,0,0.0,11,10,11,15,8,750,80,35,8,80,0
7607,22.012320328542096,9,11,8,0,0.0,7,7,8,7,10,1400,93,32,11,120,0
7614,22.27789185489391,12,6,10,0,0.0,10,13,10,13,11,400,62,6,7,80,0
7616,21.248459958932237,12,15,9,628,6.83,8,11,12,12,8,2500,113,36,10,173,2
7633,20.531143052703626,11,9,10,451,6.52,13,12,11,16,5,1650,96,36,12,80,0
7646,21.141683778234086,15,15,7,0,0.0,10,9,10,15,5,1550,87,43,18,173,0
7650,21.034907597535934,14,11,11,0,0.0,14,9,8,17,10,1400,85,41,7,80,0
7665,21.437371663244353,10,7,13,90,6.5,13,12,12,8,10,1450,86,41,9,80,0
7684,20.906228610540726,10,8,12,540,6.82,10,9,11,13,1,2050,88,42,12,80,0
7686,21.127994524298426,11,10,10,180,6.35,11,9,11,17,5,900,87,6,8,80,0
7690,20.695414099931554,12,7,12,428,6.26,13,11,12,8,14,2000,85,47,12,120,0
7691,21.399041752224505,8,7,11,3600,6.62,8,9,10,19,1,1550,90,36,8,80,10
7693,20.6652977412731,11,15,11,0,0.0,10,12,14,12,5,1350,95,12,12,80,0
7694,20.700889801505816,13,12,14,3420,6.87,11,11,12,12,10,1450,84,29,18,173,7
7695,21.12251882272416,15,11,12,1492,6.99,10,14,11,10,1,3050,98,41,13,80,2
7709,20.84599589322382,15,12,13,180,7.3,8,14,9,9,6,750,80,10,6,80,0
7713,21.453798767967147,14,11,12,0,0.0,8,10,13,12,4,1250,72,45,14,80,0
7721,20.577686516084874,13,4,14,3266,6.65,3,14,12,14,6,1300,88,11,7,80,6
7728,21.661875427789184,12,2,11,3780,6.9,12,12,12,14,11,1100,89,31,6,80,10
7735,21.363449691991786,10,12,14,0,0.0,10,8,10,11,5,800,82,38,7,80,0
7738,20.55852156057495,12,6,12,0,0.0,7,12,11,14,6,1750,85,33,14,80,0
7741,21.10609171800137,10,8,10,450,6.58,14,10,19,12,13,1450,87,42,7,80,1
7745,20.577686516084874,12,11,15,3450,6.8,9,9,10,16,5,1450,93,35,5,80,15
7747,20.303901437371664,11,8,9,3720,6.78,8,11,9,16,7,1400,89,28,9,80,2
7749,21.297741273100616,10,11,11,3930,6.76,15,11,17,10,9,1500,89,43,6,80,12
7764,21.349760438056126,13,16,13,3330,6.78,4,9,13,8,15,3000,118,31,18,120,9
7768,20.725530458590008,13,8,12,0,0.0,11,12,20,18,8,1050,85,25,7,80,0
7774,20.867898699520875,10,9,9,0,0.0,9,14,9,18,4,900,72,27,10,80,2
7796,22.691307323750856,11,14,11,0,0.0,14,11,9,7,13,850,68,22,12,120,2
7799,21.782340862423,12,10,10,660,6.93,5,11,8,12,2,900,72,25,5,80,3
7806,21.27310061601643,11,12,12,965,6.81,6,12,19,15,10,2250,94,41,11,120,3
7812,21.75770020533881,11,4,11,0,0.0,7,9,15,9,7,1500,70,35,6,130,0
7814,21.593429158110883,11,17,10,0,0.0,1,13,11,17,5,1100,78,37,16,80,0
7816,21.409993155373034,9,10,9,0,0.0,7,12,9,17,12,2000,83,46,17,173,0
7822,21.634496919917865,15,13,11,90,6.8,12,13,9,12,5,1050,92,28,14,87,0
7830,21.059548254620122,11,13,10,750,7.08,16,10,9,13,9,1350,89,41,13,80,0
7832,21.218343600273784,14,10,12,3600,6.63,9,9,10,12,4,1400,95,29,14,80,11
7846,20.257357973990416,11,11,10,0,0.0,11,12,19,12,9,900,77,13,8,80,0
7863,20.1533196440794,12,9,7,0,0.0,12,10,11,16,5,1150,79,7,7,80,0
7867,20.31211498973306,11,7,9,0,0.0,6,8,10,16,6,2250,98,38,14,120,0
7885,19.865845311430526,10,11,12,0,0.0,14,13,10,8,14,1050,64,60,5,80,0
7899,20.347707049965777,11,13,11,0,0.0,4,9,11,18,7,1000,77,15,15,173,0
7911,19.942505133470227,8,14,9,3300,6.71,11,12,13,18,11,1300,103,30,13,80,9
7925,19.980835044490075,10,9,13,3870,6.9,6,13,11,17,6,800,92,11,7,80,0
7958,20.824093086926762,12,9,10,0,0.0,9,13,11,15,6,1050,83,32,9,80,0
7962,20.709103353867214,9,6,13,3060,6.8,8,12,13,11,12,3150,88,34,1,73,5
7964,21.404517453798768,12,11,11,1530,7.01,5,11,13,9,5,1700,89,38,17,173,0
7974,19.865845311430526,11,12,9,630,6.87,13,14,12,12,6,3000,109,40,16,120,4
7991,20.418891170431213,10,9,14,0,0.0,4,14,10,10,10,900,73,10,9,80,0
7992,20.199863107460644,10,8,11,0,0.0,19,11,16,18,8,750,60,12,7,120,0
8025,20.26009582477755,10,8,9,3720,6.62,5,10,12,12,5,1150,90,4,7,80,0
8035,19.98631074606434,11,12,14,3510,6.77,15,14,9,4,5,1050,91,3,8,80,1
8040,20.484599589322382,12,8,14,0,0.0,9,10,8,12,6,850,66,12,5,80,0
8045,31.411362080766597,11,14,11,720,6.89,15,11,12,19,5,2850,118,7,17,147,0
8048,28.344969199178646,19,12,13,2589,6.74,11,11,12,18,9,4500,126,12,13,158,0
8084,20.865160848733744,12,12,11,3450,6.94,12,12,14,12,6,4250,111,36,14,147,13
8090,29.519507186858316,15,15,14,3150,6.73,14,12,11,15,12,6000,139,3,12,178,0
8095,26.138261464750173,14,13,13,3540,6.92,9,11,12,14,8,2550,105,10,14,80,0
8107,19.523613963039015,9,15,12,3360,6.75,12,14,12,11,6,1750,94,12,17,80,6
8114,28.0684462696783,12,6,12,4320,6.86,20,14,15,14,7,3000,128,4,15,147,0
8125,27.38672142368241,14,13,10,711,6.61,4,11,12,8,7,2000,98,12,5,117,0
8150,25.27857631759069,10,11,14,1887,6.94,14,9,12,17,8,1750,92,32,5,66,0
8155,24.684462696783026,13,11,11,1254,6.66,1,12,10,7,9,2000,86,25,4,66,0
8190,25.99041752224504,10,10,12,540,6.98,10,13,12,17,10,3250,115,5,15,116,0
8232,25.034907597535934,11,8,10,1229,6.55,11,10,9,6,6,900,77,14,6,66,0
8236,25.53867214236824,11,12,14,450,7.3,5,12,11,12,8,1500,85,15,8,85,0
8242,24.44079397672827,12,14,14,2610,6.99,12,12,12,11,5,5000,136,7,14,161,-1
8299,25.99315537303217,10,14,15,450,6.6,15,9,12,8,11,900,73,22,6,66,1
8300,24.82135523613963,12,12,11,180,7.7,13,10,11,14,7,1750,92,29,6,117,1
8316,25.155373032169745,10,5,12,2430,6.7,9,11,11,9,12,1000,80,26,5,66,0
8326,25.336071184120467,15,12,12,270,6.97,13,11,11,9,11,2500,102,29,8,117,1
8329,24.659822039698838,11,14,9,0,0.0,1,11,18,11,10,950,76,36,2,66,0
8359,23.540041067761805,10,8,12,2340,6.7,9,10,14,16,5,1050,83,17,5,66,0
8364,22.863791923340177,10,13,12,3150,6.98,12,11,13,11,7,3750,118,20,11,117,0
8375,24.18069815195072,12,15,10,2880,6.89,8,13,6,10,5,1500,98,12,5,66,0
8380,26.428473648186174,12,9,10,1741,6.75,5,10,13,20,10,1000,82,24,6,66,0
8383,23.627652292950035,15,15,12,2269,6.79,12,13,13,10,7,3000,121,24,14,161,2
8385,24.290212183436,9,16,11,270,6.87,14,9,9,20,12,1050,83,16,8,66,0
8402,26.209445585215605,12,15,11,270,6.77,4,12,17,17,5,900,74,36,4,66,1
8409,23.720739219712527,10,5,11,335,6.45,10,10,10,14,8,1000,80,10,7,66,0
8418,24.517453798767967,10,4,12,1080,6.79,8,13,9,11,6,900,75,16,4,66,0
8426,25.99315537303217,12,10,10,540,6.65,15,12,11,9,6,2500,102,22,14,117,2
8441,23.211498973305954,13,12,10,0,0.0,11,8,13,16,12,2000,92,15,12,147,4
8452,24.123203285420946,12,9,10,723,6.96,2,11,8,18,9,1000,76,9,5,66,0
8480,24.087611225188226,10,15,12,270,6.9,4,11,10,19,12,1400,86,16,5,85,0
8494,21.037645448323065,9,13,12,180,7.8,6,13,10,20,15,950,76,36,7,85,0
8517,29.240246406570844,12,11,12,2307,6.94,13,11,10,9,9,1200,86,4,5,66,0
8524,26.666666666666668,10,10,10,2250,6.85,6,11,11,17,7,1050,81,16,2,66,0
8534,31.956194387405887,13,5,10,3150,6.69,12,10,11,15,10,1450,88,7,5,85,-4
8553,24.91170431211499,12,10,10,2970,6.72,15,10,12,15,6,2250,100,16,12,85,0
8579,24.11498973305955,11,13,13,2430,6.82,10,10,10,10,10,2500,104,21,13,85,2
8603,22.954140999315538,15,14,14,2310,6.8,10,10,8,11,12,3900,116,31,16,117,7
8607,24.123203285420946,10,10,9,2668,6.57,13,10,11,18,5,1450,88,10,5,85,0
8613,23.42778918548939,13,13,11,477,6.77,15,12,11,9,13,2500,102,33,16,117,3
8619,23.40041067761807,14,13,12,2340,6.77,13,13,11,15,7,2500,100,18,15,161,0
8630,22.209445585215605,11,15,12,0,0.0,13,10,5,16,12,3250,112,20,14,161,0
8645,21.867214236824093,10,12,10,180,7.35,16,9,13,12,9,900,76,36,7,66,0
8646,22.49965776865161,11,6,10,90,6.3,11,10,11,11,12,1000,80,16,5,66,0
8660,23.3347022587269,13,12,13,3621,6.87,14,9,13,15,6,6250,132,29,18,134,0
8675,24.249144421629023,12,15,10,0,0.0,5,8,11,15,12,2500,112,8,12,161,2
8676,26.28062970568104,8,12,15,0,0.0,9,10,12,9,8,950,79,9,5,66,0
8699,22.187542778918548,11,10,10,1800,6.66,6,10,10,11,10,1300,88,16,1,66,0
8701,22.469541409993155,10,11,11,1085,6.67,3,14,5,11,12,1000,85,36,10,85,3
8703,23.21423682409309,12,6,10,2520,6.72,10,11,15,7,12,1350,86,20,7,66,0
8707,23.17864476386037,11,10,11,1080,6.77,9,11,19,12,7,750,65,9,12,85,5
8729,24.640657084188913,10,12,8,655,7.04,11,11,11,6,11,800,72,25,2,66,0
8745,23.60848733744011,10,16,8,90,7.4,4,11,16,18,7,800,72,26,5,66,0
8758,23.682409308692677,15,14,10,3060,6.95,1,11,12,18,7,2500,104,26,5,85,0
8761,22.412046543463383,10,3,12,1980,6.74,11,12,12,18,14,1500,90,36,16,117,3
8765,22.455852156057496,9,11,9,1620,6.92,17,11,16,12,13,1250,95,16,15,161,0
8767,23.474332648870636,9,8,10,2430,6.88,5,10,9,12,10,1000,82,24,8,66,0
8779,25.196440793976727,11,12,10,2379,6.81,9,11,10,11,10,2000,108,6,12,96,1
8788,26.075290896646134,15,12,11,2160,6.88,14,10,12,12,6,1500,90,20,14,117,0
8804,21.52498288843258,14,11,12,0,0.0,5,13,11,11,7,2500,104,36,16,134,0
8810,21.65366187542779,15,14,13,3870,6.77,7,12,12,15,5,4250,131,25,16,161,4
8819,21.360711841204655,11,16,11,270,6.83,8,10,17,10,7,850,72,36,5,66,0
8827,21.297741273100616,12,6,11,810,6.78,7,13,6,20,5,1250,90,36,11,117,4
8839,21.409993155373034,14,17,11,180,6.25,11,12,20,8,6,1050,85,36,12,85,0
8848,20.95277207392197,10,13,13,1530,6.82,4,11,11,18,12,800,74,51,4,66,3
8864,22.31895961670089,10,11,10,2430,6.67,18,11,11,17,7,1050,84,36,5,66,0
8876,21.946611909650922,12,4,9,90,6.3,3,11,13,16,8,1500,98,36,8,117,0
8886,21.149897330595483,11,19,8,270,6.77,5,10,10,13,7,850,70,36,6,66,0
8893,21.357973990417523,11,12,12,0,0.0,9,11,15,8,10,1000,82,36,11,96,0
8910,23.252566735112936,13,11,12,0,0.0,5,11,11,8,6,1300,89,16,12,85,0
8925,21.05133470225873,12,10,11,2340,6.65,12,12,11,10,7,1000,82,36,7,66,0
8948,21.982203969883642,12,15,15,450,7.46,9,17,14,12,1,1000,85,23,4,66,0
8961,21.50034223134839,11,12,10,516,6.45,7,11,15,8,11,900,76,36,6,66,0
8978,20.369609856262834,11,16,12,2070,6.82,8,10,13,20,12,1750,95,37,6,117,9
8998,21.916495550992472,11,10,9,0,0.0,5,11,11,17,10,800,70,36,7,66,0
9021,22.036960985626283,12,10,12,2430,6.66,11,7,12,11,8,1000,83,36,4,66,0
9061,19.84394250513347,10,8,9,0,0.0,13,13,9,9,12,1000,81,21,13,85,0
9079,20.928131416837783,11,6,10,900,6.71,11,10,7,9,9,800,65,35,1,66,0
9081,20.20807665982204,10,11,10,90,7.3,12,11,10,18,6,800,76,48,5,66,1
9091,21.201916495550993,12,6,13,90,7.3,5,10,13,13,11,1050,82,36,5,66,0
9094,20.449007529089666,12,10,10,540,6.98,10,9,12,11,8,900,76,43,5,66,0
9116,28.18343600273785,9,14,11,2520,6.91,5,12,12,18,8,950,78,10,2,66,0
9127,29.166324435318277,14,11,11,2319,7.07,11,10,12,13,6,1500,91,17,6,66,0
9151,28.26009582477755,10,4,11,540,6.75,9,10,10,9,11,1050,83,4,4,66,0
9197,28.79397672826831,10,13,11,1356,6.67,13,12,11,16,10,700,72,18,4,66,0
9206,26.036960985626283,10,17,10,571,6.9,8,12,11,14,5,1550,94,8,5,85,0
9217,24.10130047912389,13,12,12,1965,6.93,5,13,12,16,5,1500,84,25,7,66,0
9222,25.385352498288842,12,11,12,0,0.0,5,13,17,14,13,1150,72,31,14,117,0
9279,33.1854893908282,9,8,11,180,6.85,15,11,11,16,7,1550,93,1,14,85,-5
9286,27.901437371663246,14,9,11,180,6.9,11,10,10,9,9,1000,82,0,3,66,0
9299,28.13141683778234,12,5,10,90,7.7,10,11,11,10,11,1450,88,8,12,85,0
9304,28.449007529089666,10,15,9,2340,6.84,11,12,20,19,15,1100,85,3,3,66,0
9320,21.631759069130734,12,17,12,270,7.07,10,11,11,19,5,1400,85,36,5,85,0
9333,26.87748117727584,11,11,12,2430,6.86,18,11,18,15,6,1000,82,9,5,66,0
9350,25.51129363449692,12,17,12,180,6.85,12,10,12,14,14,800,76,16,5,66,0
9355,24.878850102669404,9,14,12,2340,6.58,12,8,20,20,10,1100,84,16,3,66,0
9356,30.882956878850102,9,5,13,2340,6.57,5,12,10,10,9,1050,82,6,5,66,-1
9371,23.132101300479125,8,9,10,270,6.67,4,13,10,11,8,1000,82,16,10,66,0
9374,32.114989733059545,12,13,10,555,6.71,11,12,18,13,7,550,71,7,7,66,0
9384,27.852156057494867,13,15,11,180,6.45,14,11,10,19,7,650,73,6,5,66,0
9385,25.900068446269678,9,18,12,270,7.27,6,11,10,9,10,950,78,14,5,85,0
9435,24.125941136208077,14,12,10,381,6.32,12,13,13,10,9,3750,125,20,13,185,0
9446,23.003422313483917,13,14,16,0,0.0,9,11,9,12,5,1250,80,38,13,107,2
9448,23.50171115674196,13,17,12,0,0.0,12,8,11,13,5,1500,81,24,12,85,2
9452,21.363449691991786,15,15,15,4140,7.02,8,14,12,12,4,5500,127,4,19,134,1
9465,32.8104038329911,18,15,14,600,7.18,13,14,13,16,7,5750,130,0,16,178,-2
9479,28.06570841889117,16,17,18,4140,6.67,14,10,11,11,4,3700,118,17,15,134,0
9496,22.595482546201232,12,17,14,0,0.0,12,12,12,6,5,4250,105,34,18,134,0
9522,32.16153319644079,17,13,13,3420,6.87,12,11,13,12,4,5600,135,2,16,173,-1
9524,35.37850787132101,18,18,18,4800,6.94,15,15,13,18,8,6250,140,15,18,173,-2
9526,36.153319644079396,16,12,12,2970,6.72,8,12,12,14,8,2700,109,27,14,104,-3
9527,39.15674195756331,16,13,13,2700,6.74,8,14,9,18,7,2000,96,19,12,94,-11
9541,34.390143737166326,11,18,12,2610,6.73,4,10,18,13,7,750,70,2,10,86,-7
9542,34.483230663928815,12,12,11,2319,6.73,6,9,13,10,11,1350,82,5,13,86,-8
9571,33.42915811088296,10,14,14,0,0.0,13,9,12,14,9,2300,101,18,12,104,-6
9578,34.44216290212184,13,9,8,2640,6.54,7,10,10,9,10,450,64,11,12,86,-4
9585,31.627652292950035,16,14,11,1440,7.03,12,12,14,12,3,5200,134,0,16,158,-2
9587,31.63586584531143,12,12,12,0,0.0,10,13,12,9,14,1350,82,5,12,94,-3
9597,29.232032854209447,13,9,6,2640,6.83,10,12,10,9,6,1800,91,3,13,94,0
9598,30.206707734428473,11,2,10,2520,6.71,7,7,9,19,6,1200,79,6,9,86,-1
9600,29.492128678986994,16,14,12,2550,7.0,12,11,8,10,5,1750,90,25,8,86,0
9626,32.32032854209446,14,14,14,0,0.0,12,13,12,10,9,3000,92,32,12,158,0
9628,31.770020533880903,6,12,12,0,0.0,3,10,19,9,11,800,71,4,13,86,-3
9641,28.659822039698838,15,15,14,3060,6.81,11,8,12,15,13,5550,131,5,16,158,0
9648,31.20328542094456,14,12,14,2514,6.81,8,13,12,12,10,2650,105,13,13,94,-3
9654,33.817932922655714,13,11,10,180,6.3,9,14,13,17,10,1350,82,3,11,104,-8
9658,32.56673511293634,15,13,14,2700,6.74,10,11,9,15,7,1550,86,4,8,86,-1
9663,38.84462696783025,10,15,8,0,0.0,9,9,14,15,6,550,66,1,8,86,-11
9666,31.655030800821354,9,13,12,456,6.4,12,13,9,13,10,2700,94,6,13,94,-7
9668,32.54757015742642,11,15,10,3090,6.73,4,11,9,13,11,1100,77,8,10,94,-4
9670,35.10198494182067,15,12,10,2760,6.66,10,7,8,12,5,1400,83,7,13,94,-1
9687,30.455852156057496,16,15,14,3661,6.95,15,15,12,10,10,5500,139,6,17,185,-1
9700,33.61533196440794,12,10,12,0,0.0,12,7,13,13,3,3000,95,5,6,91,-3
